text,target,stance,Sentiment,Sarcasm
??? ???? ?? ????? ?????? ? — ???? ????? ??? ?????? ?????? ?????? ? ????? ?????? ???? ????? ???? ??? ?? ?????? ??? ??? .  URL,Covid Vaccine,Against,Negative,No
??? ????? ?????? ?? ??? ??? ?? ?????? ???,Women empowerment,Against,Negative,No
??? ???? ??????? ???? ???? ??? ???? ???? ????? ??? ?? ???? ??????? ???? ?????? ??????? ?????????? ??? ???? ????? ?? ????? ??? ??? ????? ?? ?????? ??????? ??? ????,Digital Transformation,Favor,Positive,No
??? ?? ????? ????? ?? ???? ? ??? ????? ????? ??????? ????? ?????? ?????? !?  ????? ???? ????? ?? ?????? ?? ????? ??????? ????? ???? ???? ????? ?????? ? URL,Covid Vaccine,Against,Neutral,No
????? ??????? ???? ????? ?????? #???????? ??? ??????? ????? ??? ?????? ????? ????? ??????? ??? ?????  ????? ? URL,Women empowerment,Favor,Positive,No
????? ???? ?? ????  ???? ??? ?? ?????? ?????? ?????? ?????? ???? ????? ?? ???????. ????? ?? ??????? ?. #LEAP22 URL,Digital Transformation,Favor,Positive,No
???? ??? ??????? ?? ????? ?? ????? ??????? ???? ?????? ???????? ???? ????? ?? ???? ???????? ?? ?????. #?????_?????? ????? ???? ????? ?? ????? ???????.,Women empowerment,Favor,Positive,No
????? ??? ?????? ????? ????? ???? ?? ???? ????????  ???? ?? ?????? ?????? ????????? ???% ?????? ?????? ??????? ?? ??? ??????  ????? ?????? ???? ?????? ????????? ??????? ?????????? ???? ?????? ????? ?????? ???? ???? #?????? ???? ?????? ?? ???????? ???.!,Digital Transformation,Favor,Positive,No
??? ????????? ????? -??? ???? ??????? ??????? ????????- ??????/????? ?? ??? ?????? ?? ????  ????? ???? ????? ??????/???? ?? ????? ?? ???? -?????? ????- ???? ??????????? ????????????! #?????_??????  #????_????????_2030  #?????_?????  #???????_??????  #?????_??????_??_????? URL,Women empowerment,Favor,Positive,No
?? ???? ?????? ??? ?????? ???????? ??????? !  ?? ???? ??? ???????? ?? ??????? ???????? ??? ?????? ??????? ?? ?????? ???? ?????? ??????? ????? ???????? ?????? ?? ?????? ???????. ????? ??? ??????? ???? ???? ????? ????? ??????.  ????? ????  ???? ??????,Covid Vaccine,Favor,Neutral,No
?? ????? #???????_???????_????????  ?? ???? ???? ????  ?? ????? ??????????? ??????? ?? ???? ??????? ??????????  ???? . ??????   ?????   …. ???? ?????? ?????? ?????? ??? ??????? ???????? ????? 2030   ..    ??? ??? ?? ???? ? URL,Digital Transformation,Favor,Positive,No
?? ????? ??????? ?? ?????? ?????? ??????? ?????????? ?? ???? ??????? ???????? ??? ????????? ??????? ?? ??????? ??? ?????? ???? ????? ?????? ???????? ?? ??? ??? ?????? ?? ??????? ?? ?????? ??????????. URL,Digital Transformation,Favor,Positive,No
?? ?????? ???? ???? ????? ?????? ?,Women empowerment,Against,Negative,No
?? ?? ?? ????? ???? ????? ?????? ???? ?????? ??????? ???? ????????? ??????? ???? ???? ???? ??? ???? ?? ??? ???? ?????? ????? ???? ???? ??????.  #?????_???????_??????,Women empowerment,Favor,Positive,No
?? ??????? ??? ????? ?? ??? ??? ?????? ?????? ??? ???? ?????? ??????  ?????: ????? ???? ????? ?? ???????  ????????? ???????? ??????? ??? ??? ???????  ??? ????? ?? ?????? ??????? ????????? ?????? ?????? ??? ?????? ????????,Covid Vaccine,Favor,Positive,No
?? ??? ????  ????? ?????? ??? ????? ????? ?????? ??????? ?????? ??? ??? ?????? ????????? ??????. ????? ???? ?? ????? ?????? ????? ????????? ??? ????? ?????? ?????????? ????? ?????? ???????. URL,Digital Transformation,Favor,Positive,No
?? ??? ??? ?????? ??? ???? ?? ????? ??? ???? ???????? ?????? ?????? ????? ?????? ??????? ?? ??????? ???????? ?? ?????? ?????? ???? ?? ??? ????? ???? ?????? ????? ?? ??????? ??????? ???? ?? ???,Women empowerment,Favor,Positive,No
?? ???? ????? ?????? ???? ?? ????? ? ?????? ?????? ? ?? ???? ????? ?????? ???? ?? ?????? ?????? ?,Covid Vaccine,None,Neutral,No
?? ???? ??? ???? ? ????? ??? ???? #?????_?????? #????_?????_??????  ????? ??? ????? ??? ???? ???????? URL,Covid Vaccine,Against,Neutral,No
?? ???  ??????? ??? ????? ??????? ??? ???? ??? ???? ???? ?? ?????? ?!! ???? ???? ?? ??? ??? ?????? ???????? ??????? ???? ??????? !! ???? ?? ????? ?????? ?????? ?????? ??? ??????? ??????! ???? ????? ?????? ??? ??? ???????? !  #?????_?????? #?????? #?????_?????,Covid Vaccine,Against,Negative,No
?? ?????? ???? ????? ??  ???????  ???????  ????? ?????? ???? ??? ????? ???? ????  ???? ?? ??? ????? ?????? ?????? ??????? ?????? ???? ????? ??? ?????? ??? ???????? ??? ????????,Women empowerment,Against,Negative,No
?? ?????? ?? ????? ? ????? ?????? ???? ???? ??? ???? ?????? ?? ??? ????? ???? ??,Women empowerment,Favor,Positive,No
???? ??? ????? ??????.. ?? ????? ???????? ?? ??????? ???? ????? ?????? ??????!!,Covid Vaccine,Against,Neutral,No
???? ??? ?????? ??? ??? ????? ??? ?????? ' ???? ???? ???? ????? ? ????? ? ??????? ? ??? ??????? ??????? ??? ?????? ?????? ? ??? ??????? ????????? ???? ????? ?????? ?? ??????  . #?????_??????,Women empowerment,Against,Positive,No
????? ??? ????? ????? ?????? ??? ??? ???? ????? ???????? ??? ???? ???? ???? ????? ??????? ????? ??? ?????? ?????? ?,Covid Vaccine,Against,Negative,No
????????? ??? ????? ???? ?? ????? ??!  ?? ??????? ???? ?????? ??????? ?? #?????_19 #?????_??????,Covid Vaccine,Favor,Positive,No
?????? ?? ???? ?????? ??? ???? ???? ???? ??????? ????????? ????? ?????? ???? ?? ???? ????? ?? ????? ????? ?????? ??????? ?? ?????? ???????? ??? ???? ????? ???? ??? ???????? ????? ?????? ????????? ????????? ????? ?????? #?????_???????_??????,Women empowerment,Against,Positive,No
????? ??? ????? ?????? ??? ?????? ??,Covid Vaccine,Against,Neutral,No
???? ???? ???? ?? ?????? ?????? ????? ?????? ?? ???? ????? URL,Women empowerment,Favor,Neutral,No
???? ???? ?????? ???? ??? ?? ????? ?????? ?? ?????? ????? URL,Women empowerment,None,Neutral,No
?????? ??"????? ??????" ????? ???? ?????????? ?? ????? ?????..  ????? ?????? ??? ???? ????  ??? ??? ????? ????? ?????? ??? ??? ??????  ??? ???? ?????? ??? ??? ??????    ??? ?? ????? ?????? ???? ??? ??? ?????? ??????? ???? ????? ?????? ??????? ?? ?????? ???????..?,Women empowerment,Against,Negative,No
?????? 8????  ?? ?????? ???????? ????????? ?????????? @socpa_ksa  ????? ?????? ?? ???? ????????  ??? ???? #?????????_???   -???? ?????? ?  -        ???? ??? ??,Women empowerment,Favor,Positive,No
?????? ??????? ?? ??????? ????????? ?????? ????????? ?? ??? ???? ????? #??????: ???? ????? ????? ???? ?????????. ??? ?? ???? ??????? ???? ???? ???????. ?? ?? ?????? ??????? ?? ???????? ???? ??? ????? ?????? ??? ???? ????? ????? ????? ?? ???? ??????? ???? ?????? ??? ????????,Covid Vaccine,None,Negative,No
???? ????????? ?????? autonomy ??? ??? ?? ????? ??????  ?? ???? ????? ????? ??? ?????? ??? ??? ????? ?????..  ??????? #?????_?????? ?? ?????? ?????? ???? ??? ????????? ????? ??????? ???? ?????? ???????  ?? ??????? ?????? ?? ?????? ???? ??????,Covid Vaccine,Against,Neutral,No
?????? ?? ??? ?? ????? ?? ??? ???? ??? ??????? ?? ??? ????? ??? ??????? ?????? ?? ?????? ??? ?? ??? ??? ????? ??????? ??? ??? ????? ?????? ??? ?? ???? ?????? ????? ?? ?? ??????? ???? ??????? ?? ?????? ???? ??????? ???? ??? ????? ?????? ?????? ?? ?? ?????? ??? ??????,Covid Vaccine,None,Neutral,No
????? #??????_???????_???????_??????? ???? #????_????_????_????  ????? ??? ?? ???? #?????? ?????? #??????_?????? ?????? ???????? URL,Digital Transformation,Favor,Neutral,No
????? ???????? ????? ?????? ????? ???????? ????? ????? ??????,Women empowerment,Favor,Positive,No
????? ?????? ????? ??????? ?? ?????? ????? ??????? ???? ?????. ???? ??????? ?????????? ?? ???? ???? ??? ???????? ?????? ???? ???? ??? ????? ??????   ???? ??????? ??? ???????   ?????? ??????   ????? ?????? ??????? ????. URL,Women empowerment,Favor,Positive,No
?????? ?????? ???? ????? ?????? ???? ???? ???? ?????? ?? ??????? ??????? ???? ??????? ?? ???????,Women empowerment,Favor,Positive,No
???????? ???? ?????? ????? ???? ?????? ????,Covid Vaccine,Favor,Neutral,No
????? #?????? ???? ???? ????  ?? ??? ??? ????? ????? ???? ??? ????? ??????? ??????  ??? ? ??? ? ???? ??????? ? ???? ???? ????? ??? ?????????,Covid Vaccine,None,Neutral,Yes
????? ?? ??? ?? ??????? ?????? ????? ???? ?????? ??? ?????? ?????.. ??????? ???? ???????? ???? ??????? ????? (???????) ??????? ?????? ?????? ?????? ?????? ??????? ??????? ????????? URL,Covid Vaccine,Favor,Neutral,No
??? ??????? ????? ????? ????? ?????? ????????? ?,Women empowerment,Favor,Neutral,No
??? ?????? ????? ?? ?????? ??? ?????? ??? ????? ?????? ???? ???? ????,Covid Vaccine,None,Neutral,Yes
??????? ????? ?? ?????? ?? ????? ?????? ? ?? ?? ??? ?? ??? ????? ??? ??? ????? ???????  ??? ?????? ???? ?????? ???  ???? ??? ? ?????? ? ??? ? ????.?? ??? ???? ?????? ??? ???? ??? ???? ????  ? ?????? ?? ????? ?? ???? ???.? URL,Women empowerment,Favor,Positive,No
???? #????   ?? ??? ???? ??? ????? #?????? ??? ?? ????? ??????? ???? ????????? ?? ????? ??????? ???? ????????? ?? ????? ???? ??? ????????? ?? ???? ????? ??? ?????????  #???????_?????? #??????_????????? #??????_???????,Covid Vaccine,Against,Neutral,No
???? ?????? ?? ?????? ??? ???? ?????? ?????? "????? ?????? ???????? ?? ??? ????? ?? ?? ???? ??????". #?????_??_???_?????  #????_???????_????_???,Women empowerment,Favor,Neutral,No
???? ??????? ????? ????? ??????? ???? ?????? ?????????? ?????? ?????? ????? ?????? ????? ???????? ??????? ?? ??????? #????????  URL URL,Digital Transformation,Favor,Positive,No
???? ??????? ????? ??????? ???? ?????? ?????????? ?? «?????? ?????» URL,Digital Transformation,None,Neutral,No
?????? ?????? - ??? ???????? ????? - ????? ??????- ????? ???? ??????? ???? ?????? ????  ... ?? ??? ? ???? ?? ??? ????? ????? ? ??? ???? ???? ?? ????? #????_2030_????_?????,Women empowerment,Favor,Positive,No
????? ?????.. ??? ????? ” ????? ??????? ” ?? ???? ??????.. ? ????? 2 ????? ????? ?? ???????  URL,Covid Vaccine,None,Neutral,No
??????? ????? ??? ??????? ???????? ?? ?????? ???????? ???? #?????_???????_????????? ??? ??????? #?????_???_??????? ?? ????? ??????? ?????? ??????? ?????? ????? ?? ????????? ??????? ?? ??? ????????? ?? ?????? ??????? ???????? ????? ??????? ??????? ???????. #???_??????? URL,Digital Transformation,Favor,Positive,No
????? ??? ???? ?????? ??????? ?????????? ?? ????????? ???????? ???????? ???????? ??????? ?? ???? ?????? ????? ???????? ?? ?????????? #??? ????????? 2021  #?????_???_????? URL,Digital Transformation,Favor,Positive,No
?????? ????? ???? ????? ?? ?????  ?? ?????? ?? ?? ???? ?????? ?????? ?? ?????! ????? ?? ???? ???? ?????? ?? ???? ???????  ??? ????? ?????? ?? ???? ??????? ??????? "????? ??????" ?? ???? ????? ?????  ???? ??? ????!   ????? ???? ???? ???? "?? ????" ?? ????  ??????? ????????? ????? URL,Women empowerment,Against,Negative,No
????? ???????? URL ??? @alRiyadh   ????? ?????? ?????? ??????? ?????? ??????? ?????? ??????? ???? ??? ??? ???? ????? ??????  ?? ?????? ????? ????? ??????? ??????,Digital Transformation,Favor,Positive,No
???? ?? ????: ????? ?????? ?????? ?? ???? ??????? ??????????  via @qurtasnews,Women empowerment,Favor,Positive,No
?????? ??????? ??????? ?????? ????? ??? ????? ??????  ?????? ??? ???? ????? ??? ??????? ???????? ?? ??? ?????   ????????? ??????? ????????  #????_??????  #????_?????  #?????_??????  #????? #?????,Women empowerment,Favor,Positive,No
???? ???? ?????? ?? ????? ??? ??? ?? ?????? ??? ????? ??????? ?????? ???? ?? ???? ???? ????? ?????? ?? ?????? ??????? ?????? ???????? ?????? ???? ???? ??????.,Covid Vaccine,Against,Neutral,No
???? ??? ???? ???? ???? ???? ????? ??????  ????? ????? ?? ??? ???? ????? ?? ??? ???? ???? ??????? ?????????,Covid Vaccine,Favor,Positive,No
???? «???????? « ?? ???? ????? ????? ?????? ????? ?????? ????? ??????  URL  #?????? #?????_???????_???????? #??????_??_?????? URL,Women empowerment,Favor,Neutral,No
????? ??? ?? ?????? ?????? ?????? ????? ?????? ???????,Women empowerment,Favor,Neutral,No
?????? ??? ?? ????? ????? ??????! ? #?????_????_???????_??????????,Women empowerment,Favor,Positive,No
???? ??????? ?????? ???? ????? ????????? ????????? ????????.. ?????? ???? ??????? ??? ??????? ?????? ?????? ?????????? ?? ??????? ???? 2020  #??????? #?????_??????  URL,Digital Transformation,Favor,Neutral,No
????? ?????? ????? ?? ????? ?????? #??_??? ????? ?????????? ?????? ??? ??????? ?????????? ??????? ?????????? ??? ?? ???????? ??????? ???? ????? ??? ????? ?? ??? ?????  ???? ?????? (??) ??? ??????? ?????? ??????????? ...#?????_???? #?????_???????,Digital Transformation,Favor,Positive,No
??????? ???..?  #?????_??????  #???_?????_2021,Women empowerment,Favor,Positive,No
?????? ?????? ?? ????? ??????? ????????? ???? ??? ?????? ????  ?? ??? ?????? ?????????? ?? ?? ???????? ???? ?????? ???? ????????? ??? ?? ??? ?????? ????? ?? ?????? ????? ?? ????? ???? #??????_????_???,Digital Transformation,Favor,Neutral,No
?????? ?????? ?? ????? ??????? ????????? ???? ??? ?????? ????  ?? ??? ?????? ?????????? ?? ?? ???????? ???? ?????? ???? ????????? ??? ?? ??? ?????? ????? ?? ?????? ????? ?? ????? ???? #??????_????_???,Digital Transformation,Favor,Positive,No
?????? ?????? ?? ????? ??????? ????????? ???? ??? ?????? ????  ?? ??? ?????? ?????????? ?? ?? ???????? ???? ?????? ???? ????????? ??? ?? ??? ?????? ????? ?? ?????? ????? ?? ????? ???? #??????_????_???,Digital Transformation,None,Neutral,No
????? #???_???? ??????? ???? ?????? ????? ??????? ????? ??? ?? ??????? ???? ????? ???????? ????????? ?????? ??????? ??????? ??? ???????? ??????? ?????? ???? ?????? ?? ????? ?????? ????? ???? ????? ?????? ????? ????? ????? ???? ???? ????? ?????? ???? ?? ?????,Women empowerment,Against,Negative,No
?????? ???????? ???? ????? ????? ????? ????? ???? ?? ????? ?? ????? ?????   ???? ???? ?????? ????? ??????? ??? .. #????_??????  #?????_??????_????????  #?????_??????_?????  #?????_?????? URL,Women empowerment,Favor,Neutral,No
????? ???? ?????? ?? ??? ?????? ?? ?????? ??? ?????? ?? ??? ?????? ?????????? .. ??? ?? ???? ????? ??????? ??????? ? ?????? ?????? ..  #?????_???????_???????? URL,Digital Transformation,None,Neutral,No
????? ???? ???? ??????? ????? ?? ????? ?????? .. ???? ????? ??? :),Covid Vaccine,None,Positive,No
????? #?????_?????? ??????? ??? ????? ?????????? ??????????? ??? ?????? ??? ???? ??????? ??? ???? ??? ?????.,Women empowerment,Favor,Neutral,No
????? ????? ?????? ?????? ?? ???? ?????? URL,Women empowerment,Favor,Neutral,No
????? #?????_?????? ?? #??????? ?? ??????? ?? ???? ??????? ????? ??? ?? ??? ??? ????? ????????. ????? ???? ???? ???? ?????? ?? ?????? ????? ?????? ??? ?????? ??????? ??????? #??????? ???? ????? #?????? ?? ????? ????? ??? ???????? ????? ???????? ?????? ????? ?? ??? ????? #???????.,Women empowerment,Against,Negative,No
????? ?????? ?????? ?? ?????? ?? ??? ???? ??? ?????? ???? ??????? ????? ???????? ??? ?????? ???????? ?????? ????? ????? ????? ???? ???????? ?????????? ???????? ????? ???? ????  ???? ????? ????? ?? ????? ?? ????? ????? ?????? ?? ???? ??? ??????? ??????? ??????.,Digital Transformation,Against,Negative,No
?????  ????????? ??????? ????? ????? ?????? ???? ?????? ???? ?? ?????? ?????? ????? ?? ????????? ?????????? ??? ???? ???? #???????_??????_??????,Digital Transformation,Favor,Positive,No
????? ?????   ???? ???? ????? ??? ?????? ?????? ?????? ?? ???? ??????? ?? ???   ?? ???? ????? ?? ??????  ??? ????? ?????? ?????? ???? ????? ?????? ?????? ?????? ?? " ?????? ????? ",Women empowerment,Against,Negative,No
??? ????? ? ?????? ???? ?????? ?????? ?????? ???? ???? ???  ??? ??? ???????? ?? ?????? ?????? ? ????? ???? ????? ?????? ? ????????? ???????? ??? ??????? ? ????? ????????? ??? ???? ? ?????? ? ???? ? ??? ...???  ????? URL,Digital Transformation,Favor,Positive,No
?? #?????_??????  ?? ??????? ? ????? ?????? ?? ??????? ?? ???? ?????? ???? ?? ????? ?? ???????? ????? ?????? ??? ??? ??????  ????? ???? ??? ?? ???????? ???? ???? ?????? ????? ?? ???? ????? ???? ??? ????? ?? ????? ????? ??? ?????.  ??? ???? ??? ??????? ????? ?????? ? #??_????,Women empowerment,Favor,Negative,Yes
?? ?????? ??? ?????? ??????? ??? ????? ? ????? ???? ????? ??? ??????? ??? ?? ??? ??? ????? ????? ??????? ??? ??? ??? ????? ??? ? ??? ??? ? ??? ???? ???? ???? ????? ?????? ??? ????? #??????,Covid Vaccine,Against,Negative,No
?? ?????? ?????? ?? ???? ???????? ?? ?????? ?????? ? ?????? ????? ???? ?????? ???? ?????? ?? ??? ??????? ?? ??? ???????? ?? ???? ??????? ??????????? ? ???? ???? ??????? ?????? ????????.    #????_??????_?????????? URL,Digital Transformation,None,Positive,No
?? ?????? ????? ?????????? ?? ????? ???? ?? 2000 ???? ??? ?????? ?????? 60 ??? ????? ????? ???? ?? 8 ????? ???? 5 ????? ???? ????? ?????? ?? ???? ?????? ???? ?????? ??????.,Digital Transformation,Against,Neutral,No
?? ?????? ??????????? ?? ???????? ?????? ???? ????? ?????? ??? ??????? ?? ??????? ???????? ???? ?? ???? ??? ?? ????? ?? ??? ?????? ????????? ???? ????? ????? ???????? ?? ??????? ?????????? ??? ??? ?? ??????? ??????? ?? ?? ?????? ????". #???_??????_???????  #??????_?????????,Women empowerment,Favor,Positive,No
?? ???? ???? ?? ?????? ?????? ???? ??? ???? ?????? ?????? ??? ???? ???? ??? ????? ?????? ???? ?? ???? ????? ??????? ???? ??? ?? ???? ????? ??????? ??? ?????? ????? ?? ??? ????? ????? ???? ?????? ???? ???? ?????? ??? ?? ????? ??? ????? ??????? ??????? ?????? ????????,Digital Transformation,Against,Negative,No
?? ???? ???? ??? ???? ???? ???? ? ??? ?????? ?????????? ????? ?????? ?????? ????????  ?? ?????? ? "???" ????????? #???_?????? #???_??_???,Digital Transformation,Favor,Positive,No
?? ????? ??????,Women empowerment,Favor,Neutral,No
?? ?? ??????? ??????? ????? ?????? ???? ?? ?? ???????? ??? ??? ?? ???? ?? ????? ?????? ????? ?????? 8.10 ? ??? ?? ???? ????? ?????? ???? ?? ???????? ??? ??? ?? ??????? ??? ?????? ?????? ??? ???? ???? ?? ????? ????? ??? ?????? ?? ???????? ??? ??? ?? ??????? ?????? ???????,Covid Vaccine,Against,Negative,No
????? #?????_??????!  ?? ????? ??????? ??????? ??? ?? ?????? ???? ????? ?????? ?????? ????? ?? ???????.,Women empowerment,Favor,Positive,No
????? ?????? ?????????? ?? ??????? ???? ?????? ?? ?????? ?? ???? ????? ?????? ?? ??? ??? ????? "???" ???? ????,Digital Transformation,Favor,Positive,No
????? ?????? ???? ????  @minister_moe_sa   ????? ????? ?????? #????? ????? ???? ?????? ?? #?????? ????? ?????? #???????_?????????? ?? ??? ??????? ??????? ??? ?????? ?????? ( ??? ??? ??? ??? ?????? ) ?????? ??? #??????_?????? ?? ??? ????? ?? #????_????????_2030 #?????_???????,Digital Transformation,Favor,Positive,No
????? ????? ??????? ?????? ??????? ?????? ??????? ?????? ????????? ??????? ????? ??????? ??????? ????????? ??????? ?????? ??????? ???? ?????? ???????? ??????????  ???????? ??????? ????????  ??? ??? ??????? ???? ????? ?????????? ?? ?????? ?????? ?? #???????_?????? #???_??????,Digital Transformation,Favor,Negative,No
??????? ??? ?????? ???????? ???? ?????? ??????? ??? ????.. ??? ?????? ?????????? ???? ???? ????? ?????? ?????  ??? ??? ?? ????????!,Digital Transformation,Against,Neutral,No
???? ???????? ????? ???? ??????? ?????????.. ????? ???? ?????? ??????????  ?????? ????? ?????????? ????.. ?????? ???? ??? ???? ????????? ????? ?? ???????.? ???? ??? ????????? ????? ????? ??????? ??? ???? ???????.. ??? ??? ??????? ????? ??????? ????!,Digital Transformation,Against,Negative,No
???? ??? ?? ?? ????? ????? ?????? ? URL,Women empowerment,None,Negative,No
???? ?? ????? ?????? ??? ???? ?? ???? ?? ???? ???? ???????? ?????? ?? ?????? ???? ?????? ?????? ????? ?? ?????? ??? ? ??? ???? ???? ??? ??? ?????? ?????,Women empowerment,Against,Negative,Yes
?????? ?????? ????????   ??? ????? ???? ?? ??? ????? ?? #???????? ???????? ????? ???? ?????? #?????? ??? ????? ????? ??? ?????? ??????? ???? ???? ??? ???? ?? ?? ??? ???? ?????? ?? ????????   ????? ??? ?? ????? ???? ?????? . ????? ?????? ??? ?????? ?? ???? ???? URL,Covid Vaccine,Favor,Neutral,No
?????? ?? ???? ???? ?? ???????? ???? ??? ???? ????? ??????,Covid Vaccine,None,Neutral,No
????? ?? ????? ?????? ???? ???? ???????,Women empowerment,Against,Negative,No
????? ??? ?? ???? ???? ???? ?????? ???????? ????? ???? ??????? ???? ?????? ???????? ????? ??? ???? ???? ????? ????  ???? ???? ?????? ???? ????? ? ?? ?????? ????? ?????? ????? ????? ????? ???????? ????? ?????? ????? ???? ??? ???? ?,Covid Vaccine,Against,Neutral,No
????? ????? ????? ??? ??????? ???? ???? ????? ???? ?????? ????? ?????? ?? ??? ???? ???? ????? ??????? ?????? ?? ????? ??????? ???????? ?? ????? ?????? ?? ????????? ?? ?????? ??? ??????? ????? ??? ??? ??? ???? ?????? ?????? ???????? ??????????    ???? ??? ????? URL,Digital Transformation,Favor,Negative,No
????? ?????? ?????? Digital transformation  ????? ??????? ?? ????? ???? ???????? ?????? ???? ??? ???? ???? ?????? ????? ??????? ?????? ??????? ?????? ?? ??????? ????? (???? ???????) ?????? ????? ???????? ???????? ??????? ?????? ??????? ???? ????? ???????? ?????? ????.,Digital Transformation,Favor,Positive,No
???? ???? ???? ?????? ?????????? ??????? ????????? ????? ???? ??????? ??????? ??????? ??????? ???????? ?????? ?? ???? ?? ???? ???????? ???????? ??? ??????? ????????? ??????? ?????? ??????? ???????? ??????.. URL,Digital Transformation,Favor,Positive,No
???? ??? ????? ??? ????? ??? ?? ?????? ????? ?????? ????? ?? ?? ?????? ?????? ??????? ??????? ???????.  ?? ???? ???????? ???? ???? ???? ????? ??? ?????? ?????? ????? ?? ?????? ?? ????? ?????? ????? ???? ??????? ??????? URL,Digital Transformation,None,Neutral,No
?????? ??????? ?????? ?? ???? ?? ???? ???? ?? ???? ???? ???? ?????? ????? ?????? ??????? ??????? ???? ???? ????? ?????? ? ??????? ????? ?? ?????? ???? ?????? ??????? ???? ???? ?? ???????. ??? ???? ?? ????? ????? ????? ????? ?? ??????? ??? ??????.,Digital Transformation,Favor,Positive,No
?????? ???????? ?????????? ????? ????? ??? ????? ??? ?????? ?? ????? ??????? ??????? ???????? ???????. ????? ???? ?????? ??????? ????? ??? ????? ??? ??????? ?????? ?????? ????? ?????????.  #?????_?????? #??????_???????? #?????_???????,Women empowerment,Favor,Positive,No
????? ??? ??? ?? ?????  ????? ????? ?????? ?? ???? ??? ???? ????? ?????? ? ???? ?????? ? ?????? ? ?????? ?????? ?????? ??????? ???? ????? ??? ???? ????? ?????? ??????? ???????? ?? ???? ?????? ??????? ? ???? ???? ? ????? ???? ?????? ??? ????? ? ???? ? ????? ?? ?????? ???..™©..? URL,Digital Transformation,Favor,Positive,No
?????? ______ ??? ???? ????? ?????? ??? ??????? ???? ????? ?????? ???? ????? ??? ???????? ???????? ?????? ?????? ?????? ???? ?? ?? ??? ?????? ?????? ???????? ?????? ??????? ????????? ??????? ?? ???????? ??????? ?? ??????? ??? ????? ???? ???????  ??? ????????? ???????? ?????? ??? URL,Covid Vaccine,Favor,Negative,No
???? ??????? @almalak_alalawi ??????? *????? ?????*.. ??? ??????? ????? ?????? ?  #????? #?????_?????? #????? #???,Women empowerment,Against,Positive,No
????? ?????? ?????????? ???? ????? ????? ??? ??? ???? URL,Digital Transformation,Favor,Neutral,No
??? ???? ???? ??????? ??????? ????? ?? ????? ???????? ?? ???????? ?? ?????? ?????? ?? #?????_??????_???????????  ???? ????? ?????? ??? ??????? ??????? ????????? ???? ????? ??????? ????????? ???????? ??????? ?????????? ??? ???? ????? ???????? ??????? ?? ????? ??????? ????? ?????? URL,Digital Transformation,Favor,Neutral,No
????? ?? ???? ???? ?? ???? ????? ?????? ? ????? ??????? ? ?? ???? ?? ????? ?? ?????? ?? ?????? ???????? ? ?????????,Women empowerment,Favor,Positive,No
????? ??? ?????? ?????????? ???????? URL,Digital Transformation,Favor,Positive,No
????? ????? ???? ????? ????? ??????? ???? ???? ????? ?????? ?????? ?? ???? .. ???? ????? ???????? ???? ???? ?????? ??? ????? ?? ??? ?? ????? ??? ????????? ????? ??? ?????? ????? ?????? ????? ????? ?? ??????? ???????? ?   ????? ????? ?????? ????? ?????????   #???_??????_???????,Women empowerment,Favor,Positive,No
???? ?? ?????? ??????? ????? ????? ?????? ????? ???? ?? ? ?????? ?????? ????? #?????? #?????,Covid Vaccine,None,Neutral,No
?? ????? ????? ??????? ? #????_16_???_???????_?????_??????_???_?????_????????? ????? ????? ??? ????? ?????? ??? ????? ???? ?? ????? ??????? #????? ??????? ??? ????? #???????? ??? #??????? ?????? #?????_?????? ???? ????? ?????? ???? ?????? ????? ????? (???? ??????? ?????? ????),Women empowerment,Favor,Positive,No
?? ???? ????????? ??? ?????? ?????? ?? ???????? ???? ??????? ???????? ??? ??? ????? ??? ( ????? ??????) ??? ?????? ??????? ????? ??? ???? ????? ?????? ????????? ??? ???? ?????? ?????? ??????????.,Women empowerment,Favor,Positive,No
?? ???? ???????? ???? ??????? ?????? ?????? ??? ???????? ???????? ????? ??????? ???? ??? ?? ??????? ?? ?????: #?????_??????  ??? ???? ??? ????? ???? ??????? ?????????? ????? ??? ?????? ???? ?? ???? ???? ?? ???????.,Women empowerment,Against,Negative,No
?? ????? "?????" ?????? ???????: ?-?? ?????? ?????? ?????????? ?? ??????? ??????? ???? ??????? ?????? ????? ?????  ?? ??????? ??????? ????????? ?????? ?????? ?? ??????? ?-????? ?????? ?????? ??? ??????? ????????? ?????? ?????? (?????? ?? ???? ???????) ????? ?? ????? ?? "??? ???",Women empowerment,Against,Negative,Yes
?? ??? ???????? ???? ????? ????? ????? ?? ???? ??? ????? ?????? ????? ????? ?????? ???????? ?? ????? #??????? ??????????? ???? ??? ??? ????? ?????? ??? ???? ???? ???? ?????? ???? ???? ????? ??????? ??????? ?????? ?????? ?? ?????? ??? ??????? ??????,Digital Transformation,None,Neutral,No
?? ????? ???? ???? ?????? ????? ???? ???? ???????? ?? ???? ?? ????????? ??? ????? ??? ??? ????? ??? ??? ???? ??????? ??? ???? ???? ? ?????? ??????? ?? ???? ??? ??? ??????? ??? ??? ?????? ??? #?????_??????,Covid Vaccine,Against,Neutral,No
?? ??????   ?????? ????? ?????? ????? ????? ?????? ?? ????? ?????? ????????? ??? ?? ??? ?????? ????? ? &lt;????? ?????????? ????? ???? ???? ?? ??? ????? ?? ????? ?? ?????? (????? ) &gt; ??? ?????? ??????? ??? ????? ????? !,Women empowerment,None,Neutral,No
