Text,Target,Stance,Sentiment,Sarcasm
هناك مقولة للدكتورة موزة غباش:      المرأة تمكنت حتى تمردت و ايضا قالت بسبب زيادة جرعة تمكين المرأة اصبحت متمردة على منظومة القيم.  و تطالب الدكتورة بأن نقوم بدراسة شاملة لنرى سلبيات مشروع تمكين المرأة و مدى الضرر الذي اصاب الاسرة بسبب غياب الركن الرئيسي فيها.  ولنا في غيرنا عبرة,Women empowerment,Against,Negative,No
هناك من عاصر زمن تحرير السود من العبودية  وهناك من عاصر زمن تمكين المرأة واعطائها كامل حقوقها  وشاء الله أن يكون زماننا زمن اعطاء الشواذ حقوقهم وهو الأسوأ حتى الآن  أتمنى ألا تطول صولتهم,Women empowerment,None,Negative,No
هنالك جهود جبارة فيما يخص تمكين المرأة في قطاع الاعمال بشكل عام  تحقيقا لرؤية ٢٠٣٠ عن طريق الالتزام بالواجبات اللازمه لتحقيق التنمية المستدامه التي من ابرز اهدافها تحقيق الموساواه بين الجنسين وتوفير فرص متكافئه لهم ..,Women empowerment,Favor,Positive,No
هو صح التحول الرقمي قد يقطع أرزاق بعض الموظفين   ولكن يفك أزمة والله  جالس الآن انتظر رقمي في صالة انتظار واحس بدل هذي الأوضاع البيروقراطية كان بالإمكان حجز موعد إلكترونيًا والدخول مباشرةً  بدل تلكع الموظفين ووجود موظف واحد بين أربع مكاتب استقبال فارغة.,Digital Transformation,Favor,Positive,No
هيئة الاعلام والاتصالات تنظم مبادرة لدعم تمكين المرأة في مجال الاتصالات وتكنلوجيا المعلومات URL,Women empowerment,None,Neutral,No
هيئة البيئة تعقد اجتماعا للجنة إدارة وتنفيذ التحول الإلكتروني الحكومي URL,Digital Transformation,Favor,Positive,No
هيفعلوه ان شاء الله بس معلش هتلاقي طروق بيعمل واحد مع سيادة وزيرة الاستثمار دودو الي هما كانوا سايبين شغلهم و قاعدين يعملوا وحايد فالدرا لحد ما ربنا كرمهم و اتجوزوا رسمي و قعدها فالبيت تعمل محشي و عملوا قرشين حلوين و طبعا انا بحب احي طروق على اختياره للمرأة و احب احي تمكين المرأة URL,Women empowerment,Favor,Neutral,Yes
و تمت بحمدالله الجرعه الثانيه و جربت التطيعيم في السعوديه و بريطانيا و الحمدلله نفس مستوى الخدمه و اخدت الجرعتين استرازينكا يااارب تعدي خفيفه لطيفه من غير اي اعراض  #تطعيم_كورونا,Covid Vaccine,Favor,Positive,No
و طعمنا عموري الحمدلله الجرعه الثانيه الله يجعل فيها الشفاء و العافيه و المناعه الكامله ان شاءالله  ماشاءالله اليوم المطار زحممه اغلب المتطعمين من فئة المراهقين ماشاءالله كويس ان شاءالله يرجعوا مدارسهم بصحه و عافيه  #تطعيم_كورونا #كورونا,Covid Vaccine,Favor,Positive,No
و لكن مع الوقت و الثقة الأكبر فالعلم و مقارنة المزايا و العيوب، بدأ التطعيم يبقى الشئ السائد... نفس الموضوع بيحصل مع تطعيم كورونا و دا طبيعي، قلقك من شئ جديد عليك و عالعالم كله شئ طبيعي جداً و لكن اللقاح -أياً كان نوعه- هو مجرب، ممكن مش على نسبة كبيرة نظراً لضيق الوقت و لكنه مجرب,Covid Vaccine,Favor,Positive,No
وأختم حديثي للرجال الأفاضل🧔🏻‍♂️  لا تزعلون من حديثنا عن #تمكين_المرأة 🧕🏻 فهي نصف المجتمع  وتمكين المرأة هو تمكين للأسرة و المجتمع   فالمجتمع بحاجة لطاقاتها وابداعها لتحقيق التكامل والتوازن المطلوب..👍🏻🤝,Women empowerment,Favor,Positive,No
وأخيرًا خذت الجرعة التنشيطية .. الحمدلله 🙏🏼,Covid Vaccine,Favor,Positive,No
وأخيرًا خذت الجرعة التنشيطية .. الحمدلله 🙏🏼 URL,Covid Vaccine,Favor,Positive,No
وأظهر الاستبيان أن 22% من الذكور الذين استهدفهم الاستبيان  لا يسمحون لذويهم من النساء بالمشاركة في العمل السياسي والاجتماعي مستقبلًا  و73% يتقبلون ذلك  بينما يمانع 12% منهم تمكين المرأة الريفية سياسيًا واجتماعيًا  و82% ليس لديهم أي مانع.,Women empowerment,None,Neutral,No
وأكد على ضرورة الإفادة من التجارب العربية مثنياً على الدعم الذي تلقاه البنك من برنامج الخليج العربي للتنمية @AGFUNDProgram وإتاحة الفرصة للبنك للاطلاع على استراتيجية التحول الإلكتروني التي يطبقها الأجفند من خلال تسعة بنوك للتمويل الأصغر على مستوى المنطقة العربية وقارة افريقيا.,Digital Transformation,Favor,Positive,No
وأكيد منع التواصل العلمي مع الأماكن العامية والمؤتمرات العالمية بالذات و.... ظرف مشدد للعقوبة في بلد لتتحدث عن تمكين المرأة و.... . لذلك بأدعي على النفوذ وعلى الساكتين عليه في البلد دي  لأن الذنب هنا مش ذنب القانون,Women empowerment,Favor,Negative,No
واجب شرعي على الانسان تجاه نفسه أن يتخلص من العلاقات التي تؤدي به إلى التهلكة ولو بطريقة تدريجية  ، ولو بطريقة ماكرة والعياذُ بالله   #حقوق_المرأة #حقوق_الإنسان #ايش_يزعلكم #حقوق_الطفل #تمكين_المرأة #حساب_المواطن,Women empowerment,None,Neutral,No
واحد لا يفقه شيء ينشر خبر الكل يسوي ريتويت للخبر و يطرشون واتس اب يبلشونا ممرض امريكي يحوشه كورونا واهوا ماخذ اللقاح يا حبيبي أمي انت احنا من ننولد ناخذ تطعيمات الجدري مثلاًيحوشنا جدري بس ما يذبحنا ناخذ تطعيم فلو يحوشنا فلو بس مو قوي ولا نموت من الفلو من قالك اللقاح يمنع الإصابه؟,Covid Vaccine,Favor,Neutral,No
"واختتم د. أحمد بن حماد الكلباني عميد أكاديمية الامن الالكتروني المتقدم ورقة عمل ""الابتكار في تعزيز الجاهزية للأمن الالكتروني"" تناولت الورقة طرق تسريع وتيرة التحول الرقمي الاقتصاد مع اعتماد تكنولوجيا المعلومات والاتصالات الرائدة التقنيات URL",Digital Transformation,Favor,Neutral,No
واخيراً لقيت حجز تطعيم كورونا,Covid Vaccine,Favor,Neutral,No
واخيراااااا #تطعيم_كورونا,Covid Vaccine,Favor,Positive,No
واستعرض السيد طلال في كلمته جهود حكومة وقيادة دولة الإمارات في مجال تمكين المرأة ودورها البارز في التنمية،والمناصب القيادية الهامة للمرأة الإماراتية في الدولة ودعمها لتمكين المرأة إقليمياً ودولياً.  @MoFAICUAE @1_filsan  @WomenConnect  #50MAWSP  @50_speak  #50MillionStrong #MOWCY,Women empowerment,Favor,Positive,No
واعتمرت بفضل الله ومنته بدون تطعيم   ودعيت ربي انه ياخذ حقنا من كل من سلبها واجبرنا ع لقاح تجريبي #الغاء_اشتراط_التحصين #لا_للتطعيم_الاجباري URL,Covid Vaccine,Against,Negative,No
واقعنا كنساء سعوديات حقق مراتب عالية في الكثير من المجالات، بل وحصلنا على الكثير من الحقوق مقارنة بنساء في دول أخرى سبقننا في حملات المناداة بالحقوق، وهذا لم يكن ليحدث لولا أن أصبحت رعاية و#تمكين_المرأة السعودية توجه دولة ..,Women empowerment,Favor,Positive,No
والجروح اللي بداخلنا كيف تشفى وانتوا قامعين النساء ومازلتوا قامعينهم و مستخدمين برجوازيات لكذبة تمكين المرأة,Women empowerment,Against,Negative,No
والحل مع السلات المتروكه مع كل نشر بحساباتي يدخلوا الموقع ويطلبوا لين يوصلوا عن الدفع يكنسلوا ويرجعوا يطلبوا دفع عن الاستلام 😒 مع كل هذا التحول التقني للان في ناس عالقه بالدفع عند الاستلام يهوووه URL,Digital Transformation,Against,Negative,No
والحمدلله أخذت تطعيم فايروس كورونا  خلونا نتكاتف ونكون يد وحدة ونأخذ كلنا اللقاح عشان نمنع إنتشار الفايروس ونحمي نفسنا وأحبابنا منه ونرجع لحياتنا الطبيعية  التنظيم جداً ممتاز والموضوع كلو على بعضه ما أخد ربع ساعة  ولحد يقول أعراض جانبية للقاح ترا قلة جداً الي تجيهم أعراض 👌🏼,Covid Vaccine,Favor,Positive,No
والقادم أفضل إن شاء الله.  #التحول_الرقمي #مدن_ذكية #تكنولوجيا #تدريب #مستقبل #إلهام #رقمي #طرابلس #ليبيا,Digital Transformation,Favor,Positive,No
والله التحول التقني في السعودية شي عجييب جدا 😀,Digital Transformation,None,Neutral,No
والله التخبط الالكتروني في عصر التحول الرقمي URL,Digital Transformation,Against,Negative,No
والله العظيم لو أقول وش أجمل تحول حصل في #السعودية خلال السنوات الماضية كان قرار إلزام المحلات بتوفير #الدفع_الالكتروني في كل محل ومتجر وبقالة وسوبرماركت وكمان توفير الدفع بالجوال أو الساعة  ونقول #ويستمر_التحول ❤️❤️  #إبتسامة_قلم,Digital Transformation,Favor,Positive,No
والله انا رافض اخذ حتي الجرعه الاولي  يعني لا زالت صامد ولن اخذ تطعيم لقاح كورونا✋️😬 URL URL,Covid Vaccine,Against,Neutral,No
والله بنات انا مع تمكين المرأة واحاول ادعمكم بس انتو كمان ساعدونا ندعمكم  ليه لما اكون مع موظفة  الموضوع ياخذ مني اسبوعين ولما اكون مع موظف ياخذ مني نص ساعة؟؟؟,Women empowerment,Favor,Negative,No
والله شي يحزن يوم أدخل مقهى أو مطعم وأحصلهم مسلعين البنات والناس ساكتة تحت ذريعة تمكين المرأة، الواجهة كلها نساء بتصنيف معين ولبس معين وشكل معين هذا قمة التسليع الرأسمالي...,Women empowerment,Against,Negative,No
والله شيء مؤلم نساء كبيرات بالسن ويجعلونهم تابعات لولي الأمر أين تمكين المرأة؟ نحن في زمن الملك سلمان الذي كفل حقوق المرأة وصانها ولكن يبدو ان بعض المسؤولين في الضمان الاجتماعي لا يواكبون العصر ولا رؤية ملكنا حفظه الله🤲 #الغاء_استقلاليه_الضمان_مطلب #الضمان_الاجتماعي URL,Women empowerment,Favor,Negative,No
واللي عاشو في الفجوه الكونيه اش يسوون 🚶🏻‍♂️  #موتمر_تمكين_المراه_2022,Women empowerment,None,Neutral,Yes
وان كان تطعيم كورونا سنوي ما المانع من ذلك ؟ قدر الله هذا الامر وان نعيش هذه الجائحه فلا سبيل بعد توفيق الله الا بإتباع تعليمات الاطباء فان قرروا الجرعه الثالثه والرابعه حتى وان صارت سنويه فما المانع ان كانت امنه ولا اضرار جانبيه لها ومتوفره بالمجان؟ #مطعم_جرعتين_وارفض_الثالثه !,Covid Vaccine,Favor,Positive,No
وايدين اللي يخافون من تطعيم كورونا .. لماذا,Covid Vaccine,Favor,Negative,No
وبرغم اني عاطل الان الا اني لم اعد ارى بأس في تمكين المراة صح ان الشباب اولى بالعمل  عن العمل لكن المراة تساعد المحتاج من اهلها والغرباء اكثر من الذكور,Women empowerment,Favor,Positive,No
وبعد الجرعة التنشيطية (الثالثة)  راح يقولون حالات دخول العناية والوفاة زادت عليكم بالرابعة  وتستمر التجارب   #لا_للتطعيم_الاجباري100 #بالتطعيم_نقدر نقزرها عليك URL,Covid Vaccine,Against,Neutral,No
"وبعدين تكلمت "" عن القصور المباشر في تمكين جهود المرأه ""  عن اي قصور تتكلم عنه !   الشعب بالسنين الاخيره شاهد دور المرأه عالصعيد السياسي سواء في مجلس الامه او حتى دورها في الحكومه ك وزيره   ف توجه الشعب والمجتمع وكذلك الحكومه يكون للاكفأ عزيزي بغض النظر عن جنسه 🙃",Women empowerment,Favor,Positive,No
وتتوالى الأخبار المفرحة #تمكين_المرأة,Women empowerment,Favor,Positive,No
وجاء اللقاء بحضور وكيل الوزارة المكلّف، ومنسّقة المشاريع القوميّة بهيئة الأمم المتحدة للمرأة، ومستشارة تمكين المرأة بالهيئة.,Women empowerment,None,Neutral,No
"وجه معالي #وزير_العدل د. وليد الصمعاني بإطلاق خدمة "" التقاضي عن بعد"" وأقر دليلها الإجرائي  ضمن جهود الوزارة لاستكمال منظومة التحول الرقمي ودعم سرعة الإنجاز وجودة المخرجات  وتفعيل وتكامل مسار التقاضي الإلكتروني.  URL  #وزارة_العدل URL",Digital Transformation,None,Neutral,No
"وجهة نظرها بتتغير و دا شيء كويس  أكم من ستات مشهورات بيخافوا يقربوا من جملة""تمكين المرأة"" عشان مايزعلوش جمهورهم URL",Women empowerment,Favor,Neutral,No
وحتى الأعراض الجانبية مقارنة مثلا بحاجات زي حبوب منع الحمل أو التدخين أو حتى اللحوم المصنعة فهي نسبتها تعتبر قليلة لكن من حق الناس تفكر فيها وتوزن الريسك اللي فيه، إنما تقول تطعيم من المرض بيجيب المرض نفسه 😂 ده بتوع ال 5G بيجيب كورونا عندهم منطق عنك,Covid Vaccine,None,Negative,Yes
"وحتى لو ان التطعيمات المذكره اثبتت فاعليتها اكثر من تطعيم كورونا الي ما يمنع المرض ولا العدوى ولا حتى الاعراض و فوق هذا احتمال يغيرون التطعيم و بخلون الي تطعم ""نوع معين"" يتطعم مره ثانيه لانه هذاك مو فعّال 🤪",Covid Vaccine,Against,Negative,Yes
وحدة تمكين المرأة في بلدية الطفيلة الكبرى تنظم لقاء حواري لعضوات مجالس البلدية والمحافظة URL  #الأردن #جريدة_الدستور_الاردنية #مصلحتك_في_اللقاح URL,Women empowerment,None,Neutral,No
"وحدة من الحلول الضرورية في اعتقادي هي التحول الالكتروني. أصبح هالشي أساسي بعد ما كان ""ميزة إضافية"". وأتوقع انتشار التجارة الالكترونية بشكل أكبر في دولنا عن السابق ولو إن التشريعات والقوانين اللي تنظم هالمجال ما زالت قليلة",Digital Transformation,Favor,Positive,No
وحده من الحسنات القليله في كورونا هو لجوء الكثير من المحلات لوضع محلاتهم في خرائط جوجل يعني بالمختصر و انته فبيتك تقدر تشوف خيارات اوسع من السابق  التحول الإلكتروني ضروري جدا خاصه لأصحاب الأعمال و المؤسسات,Digital Transformation,Favor,Positive,No
وخذنا الجرعة التنشيطية الأولى. ( فايزر ) والحمدالله والله الحافظ ❤️,Covid Vaccine,Favor,Positive,No
وخذنا الجرعة التنشيطية. 🙏🏻  وطعّمنا حبّات القلب. ❤  #يدا_بيد_نتعافى #لقاح_كوفيد_19 URL URL,Covid Vaccine,Favor,Positive,No
ودي ادري وش مخلي امي مصره علي اني اخذ تطعيم لقاح كورونا 🙄🙁!؟ عاد متردده الصدق,Covid Vaccine,Against,Neutral,No
ودي اقترح على لجنه كورونا ... الي عنده شهاده تطعيم فتحوله كل شي اما الي ماعنده فرضوا عليه الحظر 🥲,Covid Vaccine,Favor,Neutral,No
وزارة الثقافة السعودية تحقق التوازن في المراكز القيادية بين الجنسين 🇸🇦👍🏻  #تمكين_المرأة  #السعودية  #المجتمع_الوظيفي,Women empowerment,Favor,Neutral,No
وزارة الداخلية احسها القطاع الابرز للتحول التقني اللي صار في السعودية  هي عنوان لنجاح هذا التحول صح انهم تعبونا بالمخالفات لكن خدمات عالية جدا جدا جدا URL,Digital Transformation,Favor,Positive,No
وزارة الصحة الكويتيه بدأت اليوم بتوضيح حالة تطعيم المتوفين رحمهم الله من مضاعفات كورونا في إحصائيتها اليوميه 👍🏼  #نعم_للتطعيم,Covid Vaccine,Favor,Neutral,No
وزارة الصحة تحدد مواعيد تطعيم كورونا خلال شهر #رمضان    - أرض المعارض من 10 صباحاً إلى 5 عصراً  - جسر جابر والرعاية الصحية الأولية من 8 مساءً إلى 12 منتصف الليل URL,Covid Vaccine,None,Neutral,No
وزارة سَبّاقة في التحول الرقمي👌 وزارة العدل تطلق خدمة العقد الإلكتروني للزواج الخدمة تجريبية على مدينة الرياض حالياً عدد العقود التي تم توثيقها منذ تعليق الحضور للعمل بسبب أزمة كورونا بلغ ٥٤٢ عقداً URL URL,Digital Transformation,Favor,Positive,No
وزير الصحة ينفي إلزامية تلقي الجرعة الرابعة من تطعيم كورونا  URL,Covid Vaccine,None,Neutral,No
وزيرة الدولة لشؤون الاتصالات وتكنولوجيا المعلومات د.رنا الفارس وعدت بالتحول الرقمى   ولا زال التحول مصاب بالحول . بابا ما دام فيه مستشارين وافدين سيخسرون مواقعهم فحتما لن يكتب للتحول الرقمي النجاح .. فشلتم فشلا ذريعاً URL,Digital Transformation,Favor,Positive,No
وش استفدنا من تمكين المرأه؟,Women empowerment,Against,Neutral,No
وش اكثر من التمكين ؟ - يحق لكل سيدة كويتية الترشح والتصويت. بس ترا تمكين المرأة مو معناها تهميش الرجل أو إجبار الشعب يصوتون للحريم. - كش وجه.,Women empowerment,Favor,Neutral,No
وضع الصحوي و هو كل مرة يشوف قرارت الحكومة في تمكين المرأة و الفنون URL,Women empowerment,None,Neutral,No
وطن يضع قادته صحة جميع من على ارضه أولوية فوق كل شيء  من حقه علينا ان نعمل ونضحي لأجل رفعته.  شكراً خادم الحرمين  شكراً ولي العهد  شكراً ابطال الصحة  الحمدلله على نعمة السعودية 🇸🇦  #تطعيم_كورونا,Covid Vaccine,Favor,Positive,No
وعدت وزارة المواردالبشرية والتنمية الاجتماعية مبادرة تمكين المرأة في الخدمة المدنية وتعزيز دورها القيادي ..  لكن نرى بناتنا مع أنه يحملن شهادات جامعية في تخصصات مطلوبة إلا أنهن يعملن في الشوارع في بيع الشاهي!! ولا خير في وعد إذا كان كاذبا *ولا خير في قول إذا لم يكن فعلا #السعودية URL,Women empowerment,Favor,Positive,No
وعندما تسلط العنصري قتلني لان ذنبي أنني أمرأه في زمن #تمكين_المرأة وقتل اولادي #ابناء_المواطنات_السعوديات بالتهجير والطرد وهم مواليد المملكه ولديهم شهادات جامعيه وانهم سعوديه متى ستنتهي عاصفة العنصريه ومتى سينتهي زمن فسادهم #رمضان_مبارك,Women empowerment,Favor,Negative,No
وفخورة لأني من ضمن مؤسسين برامج جامعة تمكين المرأة اليوم 💜,Women empowerment,Favor,Positive,No
وفرنا على البيئة اكثر من ألف طن من الأوراق سنوياً من خلال التحول الرقمي وغيرها من الاحبار وعوادم السيارات وخلافه..   نفخر بشركائنا من القطاعات الحكومية   والشركات في دولة البدو! وما تحقق من انجازات الحقيقة ما انجز من تحول رقمي لدى البدو  تجربة يجب أن تستفيد منها كثير من الدول,Digital Transformation,Favor,Positive,No
وفقا لإحصائيات #الأمم_المتحدة  تواجه #النساء في #المنطقة_العربية عوائق كبيرة أمام دخول #سوق_العمل  ويتعرضن لخطر #البطالة بشكل أكبر بكثير مقارنة بالرجال. ⬇ تمكين المرأة العربية في مجال ريادة الأعمال والتكنولوجيا URL,Women empowerment,Favor,Neutral,No
وقالت اللجنة في بيان لها: هدفنا الأساسي هو #تمكين_المرأة نحن منصة فريدة من نوعها تعزز التراث الثقافي والقيم التقليدية والمشاركة من خلال الترويج للسياحة حول بلدنا وشعبنا ونعزز فضائل الثقة وتقدير الذات والنزاهة وخدمة المجتمع مع تركيز موازٍ على التعليم,Women empowerment,Favor,Positive,No
وقد كانت أحد المزايا التي ظهرت جلية خلال جائحة كورونا التحول التقني الهائل الذي وضع قاعدة كبيرة للخدمات الافتراضية مما أسهم في قيادة التغيير للقبول التام للخدمات الافتراضيه..,Digital Transformation,Favor,Positive,No
وكالة شئون البلديات بـ #أمانة_الشرقية  تفعل اصدار والغاء الشهادات الصحية الكترونياً لـ #بلدية_محافظة_النعيرية عبر منصة #بلدي  بهدف تخفيف عناء الوقت والجهد للمستفيدين  ولتسهيل إجراءات سير المعاملات الى التحول الإلكتروني. URL,Digital Transformation,Favor,Neutral,No
ولا في واحد منهم تقني ويتكلمون عن التحول التقني 😹 URL,Digital Transformation,None,Neutral,No
ولازالت آثار تمكين المرأة وزجها في أتون الوظائف تجر الويلات للمرأة في بلاد المسلمين    #وقرن URL,Women empowerment,Against,Negative,No
ولذلك نتمنى الاهتمام بضرورة التحول الرقمي السريع أسوة بأشقائنا بمجلس التعاون الخليجي و ربط جميع الدوائر الحكومية بميكنة العمل الإلكتروني بعيدا عن البيروقراطية التي لاتخدم أحد بل هي أداة للمتنفذين. #العهد_الجديد #كويت_جديدة #انتخابات_مجلس_الأمة2020,Digital Transformation,Favor,Positive,No
ولكن ذالك النظام  يملي عليهنّ ما يجب أن يلبسن  فهل من المنطقي تمكين المرأة من خلال سلب إرادتها الحرة وحقها في الاختيار ؟!   راقصة فرنسية قررت اعتناق الإسلام وارتداء الحجاب لكنها انصدمت ب عنصرية النظام ضد المسلمين وب الاخص المسلمات المحجبات 👇👇 URL,Women empowerment,Favor,Negative,No
ولله الحمد 🙏🏼 فخور بهذا الانجاز التقني الجديد من مراكز متقدمة على مستوى الجهات الحكومية من أجل تقديم أفضل الخدمات كما نسعى مع زملائي منسوبي التقنية إلى رحلة التحول الرقمي تحسينًا لجودة خدماتنا المقدمة للسكان والزوار والقادم أجمل بإذن الله 🇸🇦 في ظل دعم لا محدود من @Atefalsharaan URL,Digital Transformation,Favor,Positive,No
ولله الحمد  أخذنا لقاح فايزر تطعيم 💉 الله ينفع به البلاد والعباد يارب 🤲🏻🙏 شكراً للحكومة 🇸🇦💚 شكراً وزارة الصحة,Covid Vaccine,Favor,Positive,No
ولله الحمد والمنّة تم أخذ #تطعيم #لقاح #فايزر  أسأل الله العظيم رب العرش العظيم السلامة للجميع.  #الكويت  #كورونا,Covid Vaccine,Favor,Positive,No
ولو دخلنا على التطعيم هذا كلام ثاني ليش يا وزير الصحه تجيب لنا لقاح يجربونه علينا ما تشوف تجلطات الدم الي قاعده تصير ولا يطلع لي واحد يقول كلام فاضي لا كلام حقيقي ولا ليش دوله تكذب شنو الفايده اذا دوله كامله جذبت انا واحد من الناس لا يهمني تطعيم والله خير حافظ #صحة_الطلاب_برقبتكم,Covid Vaccine,Against,Negative,No
وما زالت بناتنا يبهروننا ويشرفوننا ويرفعون رؤوسنا في كل محفل ،، ومن قال اننا ضد او مع عدم تمكين المرأة بل مع ونؤيد بكل محبة عندما يخرج لنا امثالها وبمثل هذه المهن اللتي نحتاج لها وما اجملها عندما تقوم على سواعد شبابنا وشابتنا🇸🇦💚,Women empowerment,Favor,Positive,No
ومع التحول التقني صار بإمكان الواحد يشتري عقارات وأراضي في غير المدن الرئيسية حتى بدون ما يروح للمكان  ويصير عليها كم سنة لين ما يشملها النمو العمراني ويربح مبلغ حلو 👍🏻,Digital Transformation,Favor,Positive,No
ومن #مساواة إلى تمكين إلى #حقوق ثم تنوير.. المقصد ليس حق المرأة وإنما كيف تفكيك #المرأة من عفتها!!,Women empowerment,Against,Negative,Yes
ومن ناحية اخرى النساء اصبح لديهم استحقاقيه عالية جداً خصوصاً بعد تمكين المرأة والدعوة الى المساواه بينها وبين الرجل وكثرة الخرفان والمدجنين والخرفان حولها  اصبحت لا تحترم زوجها وتجد صعوبه في تقبل النصوص التي تحث على طاعة الزوج وتعظيم مكانته عندها خصوصاً ان هناك من يميعها لإرضائهم,Women empowerment,Favor,Negative,No
ومن هم تجار المخدرات الحقيقيين في هذا العالم   أم أنهم يعلمون وكالعادة يمارسون الدجل عبر الاعلام والذباب الالكتروني   كما سارعب بعض الأنظمة بامتداح جيوشها بزعم أنها منعت بلادها من التحول صوب النموذج الطالباني  (9),Digital Transformation,Favor,Positive,No
ونحن نحتفل باليوم العالمي للمرأة، نفتخر بما وصلت إليه الإمارات من إنجازات مشرفة في مجال تمكين المرأة ضمن مختلف القطاعات وتبوء مكانة مرموقة بين الدول.,Women empowerment,Favor,Positive,No
ونماذج عن التصور السطحي العبيط لتمكين المرأة بانه في اي مكان حكومه او منظمه حطو واحدة ولا أثنين في مركز مهم وهكي نكونو حققنا تمكين المرأة قدام الدول اللي برا ونتفكو من نفخ الرأس... ونولو نديرو نفس اللي كنا نديرو فيه براحتنا URL,Women empowerment,Against,Negative,No
وها نحن الان من جديد في زمن تمكين المرأة كلنا فخر وعز باخواتنا وسقف طموحاتهم العالي وشدةُ عزمهم الغالي 💙,Women empowerment,Favor,Positive,No
وهل استوعبت أن فزعة المعلم وفزّته بتدريب وتطوير ذاته مهنيًا ليست كافية إن لم يتم تهيئة المدارس وتدريب الفئة المستهدفة فيها تدريبًا فعليًا لا ورقيًا ولا صوريًا لهذه المرحلة والنقلة وهذا التحول الإلكتروني؟,Digital Transformation,Against,Negative,No
ويسرنا دعوتكم لحضور ملتقى #سعوديات_تمكين_ورياده   للحديث عن انجازات وتمكن وريادة المرأة السعودية ومناقشة المستقبل الريادي للمرأة🧕💫 في جلسات حوارية مع مجموعة من الشخصيات النسائية المُلهمة✨  لحضور الملتقى عن بعد🔗,Women empowerment,Favor,Positive,No
ويقلك تطبيع وسلام وافلام بيفرضونه على العربان مثل تطعيم كورونا ويا كثر النخبه من الكبار اللي يلهث مثل الجرو ورى بني صهيون ورضاهم,Covid Vaccine,Against,Negative,No
ويقولك تمكين المرأه ياخي يلعن ابو المرأه,Women empowerment,Against,Negative,No
ويقولون ليه البنات يعملون و اللي يبكي على الوظيفة و البنات سرقوا وظائفنا 🙃 المسألة اجتهاد شخصي   ولان البنات يتميزون باكثر عطاء و اللي يعطي هو اللي يساهم بالنمو   و هذا لسه ببداية تمكين المرأة و القادم ان شاءالله افضل 🙏🏼💖 URL,Women empowerment,Favor,Positive,No
وين تمكين المرأة؟ولا بس شعارات بدون اثبات  #حمايه_المراه_مطلب,Women empowerment,Favor,Negative,No
وينك يا عم تمكين المرأه  لا جهات حكوميه تحميها من المتوحش ذا ولا قوانين  ولا حتى شرطه  #معنفه_شروره_حي_الفيصليه,Women empowerment,Favor,Negative,No
يأتي احتفالنا في #المملكة_العربية_السعودية بهذا اليوم العالمي في الأعوام الأخيرة حافلاً بالإنجازات التي قللت إلى حد كبير بين الفروق بين الجنسين واستطاعت أن تحقق شوطاً كبيراً من التغيير المنشود في #تمكين_المرأة.,Women empowerment,Favor,Positive,No
يا تطعم او عنايه مركزه....  اختياركم   #تطعيم_كورونا,Covid Vaccine,Favor,Neutral,No
يا جماعة الخير انا و اهلي حاشتنا كورونا خلصنا من العام الماضي و مطعمين تطعيم كوفيد 19 ليش لازم نلتزم بالحظر المفروض كرت التطعيم بدال الهويه يخلونا نمارس حياتنا .@Drbaselalsabah مايصير حالنا حال الجميع .,Covid Vaccine,None,Positive,No
يا ربي تطعيم كورونا مكسر جسمي وموقف دراعي 😪,Covid Vaccine,Against,Negative,No
يا زين أيام جواز السفر في ملف في درج بابا الله يرحمه ويا ويلها اللي تفكر تشيله من مكانه ... شستفدنا من تمكين المرأة إلا ضياع جوازها 👨🏻‍🦯👨🏻‍🦯👨🏻‍🦯,Women empowerment,Against,Negative,No
يا سادة ،،قبل أن تكون المرأة قاضية ، فهي تستحق ان تكون مواطن من الدرجة الأولى. أما حصول المرأة على المناصب فهو قبل أن يكون في مصلحتها ،، يبقى دائما وأبدا مصلحة الدولة ويهمها أن تكون في مصاف الدول الكبرى ولا يمكنها ان تكون كذلك بلا تمكين سياسي وإقتصادي للمرأة #شيماء_حسني_المحامية,Women empowerment,Favor,Positive,No
يا قلبي على تمكين المرأة.. بكى والله 💔💔💔 URL,Women empowerment,Favor,Positive,No
ياجماعة ال140جيجا مبقتش مكفية التحول الالكتروني اللي بيحصل اليومين دول  #Unlimited_Internet_In_Egypt,Digital Transformation,Against,Negative,No
ياجماعه الخير  هل يعقل اليوم جهة خدمية تذهب لانجاز معاملة تجد الرد ان السيستم عطلان من يومين وفوقهم اجازة نهاية الاسبوع نحن اليوم نتكلم عن الخدمات و التحول الالكتروني ومازلنا في عزلة عن الغير اقرار القرارات سهل على ارض ترى العكس,Digital Transformation,Favor,Positive,No
ياخذون ادوية الدنيا والدين بدون علم الموافقة الدوائيه او المنطمة الغذائيه عادي .. يغزون ابر فيلر وبوتكس مايدرون شنو مكوناتها عادي .. بس ياخذون تطعيم كورونا لاااا ومؤامرة وماعليه دراسات كافية وماوافقت عليه المنظمة الغذائية .. سبحان الله   #التطعيم #التطعيم_واجب_وطني,Covid Vaccine,Favor,Positive,No
ياخوانا السفر لمصر محتاج تطعيم كورونا؟ او فحص؟,Covid Vaccine,None,Neutral,No
